"","recorder","date","time.bin.id","call.type","humidity","temp","lunar.vals","tmin","precip.day.of","precip.day.before","n","n.calls","rain.bin"
"651","S16",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"652","S17",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"653","S17",20180224,"afternoon","long.argus",97,30.4,"Waxing",23,23.3,9.5,1,1,1
"654","S18",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"655","S19",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"656","S11",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"657","S12",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"658","S13",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"659","S20",20180224,"afternoon","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"660","S14",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"661","S15",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"662","S16",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"663","S17",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"664","S18",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"665","S19",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"666","S11",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"667","S12",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"668","S13",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"669","S20",20180224,"evening","none",97,30.4,"Waxing",23,23.3,9.5,0,0,1
"670","S14",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"671","S15",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"672","S16",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"673","S17",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"674","S18",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"675","S18",20180225,"madrugada","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,2,2,1
"676","S19",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"677","S11",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"678","S11",20180225,"madrugada","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,2,2,1
"679","S12",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"680","S12",20180225,"madrugada","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,1
"681","S13",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"682","S20",20180225,"madrugada","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"683","S14",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"684","S14",20180225,"morning","short.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,1
"685","S15",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"686","S16",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"687","S17",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"688","S17",20180225,"morning","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,2,2,1
"689","S18",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"690","S18",20180225,"morning","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,2,2,1
"691","S18",20180225,"morning","short.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,1
"692","S19",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"693","S11",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"694","S11",20180225,"morning","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,1
"695","S12",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"696","S13",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"697","S20",20180225,"morning","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"698","S14",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"699","S15",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"700","S16",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"701","S17",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"702","S18",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"703","S19",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"704","S11",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"705","S12",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"706","S13",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"707","S13",20180225,"afternoon","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,1
"708","S20",20180225,"afternoon","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,1
"709","S14",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"710","S14",20180225,"evening","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,0
"711","S15",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"712","S16",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"713","S16",20180225,"evening","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,0
"714","S16",20180225,"evening","short.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,0
"715","S17",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"716","S17",20180225,"evening","short.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,0
"717","S18",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"718","S18",20180225,"evening","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,2,2,0
"719","S19",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"720","S19",20180225,"evening","long.argus",95,25.4,"Waxing",23.3,10.3,23.3,1,1,0
"721","S11",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"722","S12",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"723","S13",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"724","S20",20180225,"evening","none",95,25.4,"Waxing",23.3,10.3,23.3,0,0,0
"725","S14",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"726","S15",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"727","S16",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"728","S17",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"729","S18",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"730","S18",20180226,"madrugada","long.argus",96,31.2,"Waxing",23.1,11,10.3,2,2,1
"731","S19",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"732","S11",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"733","S12",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"734","S13",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"735","S13",20180226,"madrugada","long.argus",96,31.2,"Waxing",23.1,11,10.3,2,2,1
"736","S20",20180226,"madrugada","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"737","S14",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"738","S14",20180226,"morning","long.argus",96,31.2,"Waxing",23.1,11,10.3,1,1,1
"739","S14",20180226,"morning","short.argus",96,31.2,"Waxing",23.1,11,10.3,8,8,1
"740","S15",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"741","S16",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"742","S16",20180226,"morning","long.argus",96,31.2,"Waxing",23.1,11,10.3,2,2,1
"743","S17",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"744","S17",20180226,"morning","long.argus",96,31.2,"Waxing",23.1,11,10.3,2,2,1
"745","S17",20180226,"morning","short.argus",96,31.2,"Waxing",23.1,11,10.3,10,10,1
"746","S18",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"747","S18",20180226,"morning","long.argus",96,31.2,"Waxing",23.1,11,10.3,1,1,1
"748","S18",20180226,"morning","short.argus",96,31.2,"Waxing",23.1,11,10.3,7,7,1
"749","S19",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"750","S11",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"751","S11",20180226,"morning","short.argus",96,31.2,"Waxing",23.1,11,10.3,5,5,1
"752","S12",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"753","S13",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"754","S20",20180226,"morning","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"755","S14",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"756","S14",20180226,"afternoon","long.argus",96,31.2,"Waxing",23.1,11,10.3,1,1,1
"757","S15",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"758","S16",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"759","S17",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"760","S17",20180226,"afternoon","long.argus",96,31.2,"Waxing",23.1,11,10.3,3,3,1
"761","S17",20180226,"afternoon","short.argus",96,31.2,"Waxing",23.1,11,10.3,1,1,1
"762","S18",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"763","S18",20180226,"afternoon","short.argus",96,31.2,"Waxing",23.1,11,10.3,4,4,1
"764","S19",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"765","S11",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"766","S11",20180226,"afternoon","long.argus",96,31.2,"Waxing",23.1,11,10.3,2,2,1
"767","S12",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"768","S12",20180226,"afternoon","long.argus",96,31.2,"Waxing",23.1,11,10.3,1,1,1
"769","S13",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"770","S13",20180226,"afternoon","long.argus",96,31.2,"Waxing",23.1,11,10.3,1,1,1
"771","S20",20180226,"afternoon","none",96,31.2,"Waxing",23.1,11,10.3,0,0,1
"772","S20",20180226,"afternoon","short.argus",96,31.2,"Waxing",23.1,11,10.3,2,2,1
"773","S14",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"774","S15",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"775","S16",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"776","S17",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"777","S18",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"778","S19",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"779","S11",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"780","S12",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"781","S13",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"782","S20",20180226,"evening","none",96,31.2,"Waxing",23.1,11,10.3,0,0,0
"783","S14",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"784","S14",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"785","S14",20180227,"morning","long.argus",97,32.2,"Full",23,0,11,1,1,0
"786","S14",20180227,"morning","short.argus",97,32.2,"Full",23,0,11,8,8,0
"787","S14",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"788","S14",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"789","S15",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"790","S15",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"791","S15",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"792","S15",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"793","S16",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"794","S16",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"795","S16",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"796","S16",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"797","S17",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"798","S17",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"799","S17",20180227,"morning","long.argus",97,32.2,"Full",23,0,11,5,5,0
"800","S17",20180227,"morning","short.argus",97,32.2,"Full",23,0,11,18,18,0
"801","S17",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"802","S17",20180227,"afternoon","long.argus",97,32.2,"Full",23,0,11,4,4,0
"803","S17",20180227,"afternoon","short.argus",97,32.2,"Full",23,0,11,4,4,0
"804","S17",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"805","S18",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"806","S18",20180227,"madrugada","long.argus",97,32.2,"Full",23,0,11,2,2,0
"807","S18",20180227,"morning","long.argus",97,32.2,"Full",23,0,11,1,1,0
"808","S18",20180227,"morning","short.argus",97,32.2,"Full",23,0,11,14,14,0
"809","S18",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"810","S18",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"811","S19",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"812","S19",20180227,"madrugada","long.argus",97,32.2,"Full",23,0,11,1,1,0
"813","S19",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"814","S19",20180227,"morning","long.argus",97,32.2,"Full",23,0,11,2,2,0
"815","S19",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"816","S19",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"817","S11",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"818","S11",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"819","S11",20180227,"morning","long.argus",97,32.2,"Full",23,0,11,3,3,0
"820","S11",20180227,"morning","short.argus",97,32.2,"Full",23,0,11,4,4,0
"821","S11",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"822","S11",20180227,"afternoon","short.argus",97,32.2,"Full",23,0,11,2,2,0
"823","S11",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"824","S12",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"825","S12",20180227,"madrugada","long.argus",97,32.2,"Full",23,0,11,2,2,0
"826","S12",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"827","S12",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"828","S12",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"829","S13",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"830","S13",20180227,"madrugada","long.argus",97,32.2,"Full",23,0,11,1,1,0
"831","S13",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"832","S13",20180227,"morning","long.argus",97,32.2,"Full",23,0,11,2,2,0
"833","S13",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"834","S13",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"835","S13",20180227,"evening","long.argus",97,32.2,"Full",23,0,11,1,1,0
"836","S20",20180227,"madrugada","none",97,32.2,"Full",23,0,11,0,0,0
"837","S20",20180227,"morning","none",97,32.2,"Full",23,0,11,0,0,0
"838","S20",20180227,"afternoon","none",97,32.2,"Full",23,0,11,0,0,0
"839","S20",20180227,"evening","none",97,32.2,"Full",23,0,11,0,0,0
"840","S14",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"841","S14",20180228,"madrugada","short.argus",95,33.2,"Full",24.1,4.8,0,1,1,0
"842","S15",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"843","S16",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"844","S17",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"845","S18",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"846","S18",20180228,"madrugada","long.argus",95,33.2,"Full",24.1,4.8,0,1,1,0
"847","S19",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"848","S11",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"849","S12",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"850","S13",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"851","S20",20180228,"madrugada","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"852","S14",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"853","S14",20180228,"morning","short.argus",95,33.2,"Full",24.1,4.8,0,6,6,0
"854","S15",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"855","S16",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"856","S16",20180228,"morning","long.argus",95,33.2,"Full",24.1,4.8,0,1,1,0
"857","S17",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"858","S17",20180228,"morning","long.argus",95,33.2,"Full",24.1,4.8,0,5,5,0
"859","S17",20180228,"morning","short.argus",95,33.2,"Full",24.1,4.8,0,9,9,0
"860","S18",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"861","S18",20180228,"morning","long.argus",95,33.2,"Full",24.1,4.8,0,3,3,0
"862","S18",20180228,"morning","short.argus",95,33.2,"Full",24.1,4.8,0,21,21,0
"863","S19",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"864","S19",20180228,"morning","long.argus",95,33.2,"Full",24.1,4.8,0,1,1,0
"865","S11",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"866","S11",20180228,"morning","long.argus",95,33.2,"Full",24.1,4.8,0,3,3,0
"867","S11",20180228,"morning","short.argus",95,33.2,"Full",24.1,4.8,0,7,7,0
"868","S12",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"869","S13",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"870","S13",20180228,"morning","long.argus",95,33.2,"Full",24.1,4.8,0,1,1,0
"871","S20",20180228,"morning","none",95,33.2,"Full",24.1,4.8,0,0,0,0
"872","S20",20180228,"morning","short.argus",95,33.2,"Full",24.1,4.8,0,20,20,0
"873","S14",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"874","S15",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"875","S16",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"876","S17",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"877","S17",20180228,"afternoon","long.argus",95,33.2,"Full",24.1,4.8,0,2,2,1
"878","S17",20180228,"afternoon","short.argus",95,33.2,"Full",24.1,4.8,0,1,1,1
"879","S18",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"880","S19",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"881","S11",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"882","S11",20180228,"afternoon","short.argus",95,33.2,"Full",24.1,4.8,0,1,1,1
"883","S12",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"884","S13",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"885","S20",20180228,"afternoon","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"886","S14",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"887","S15",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"888","S16",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"889","S17",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"890","S18",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"891","S19",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"892","S11",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"893","S12",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"894","S13",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"895","S20",20180228,"evening","none",95,33.2,"Full",24.1,4.8,0,0,0,1
"896","S14",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"897","S15",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"898","S16",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"899","S17",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"900","S18",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"901","S19",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"902","S11",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"903","S12",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"904","S13",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"905","S20",20180301,"madrugada","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"906","S14",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"907","S14",20180301,"morning","long.argus",96,32.8,"Full",25.4,25.9,4.8,2,2,1
"908","S14",20180301,"morning","short.argus",96,32.8,"Full",25.4,25.9,4.8,6,6,1
"909","S15",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"910","S16",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"911","S17",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"912","S17",20180301,"morning","long.argus",96,32.8,"Full",25.4,25.9,4.8,2,2,1
"913","S17",20180301,"morning","short.argus",96,32.8,"Full",25.4,25.9,4.8,2,2,1
"914","S18",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"915","S18",20180301,"morning","long.argus",96,32.8,"Full",25.4,25.9,4.8,3,3,1
"916","S18",20180301,"morning","short.argus",96,32.8,"Full",25.4,25.9,4.8,10,10,1
"917","S19",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"918","S11",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"919","S11",20180301,"morning","long.argus",96,32.8,"Full",25.4,25.9,4.8,1,1,1
"920","S11",20180301,"morning","short.argus",96,32.8,"Full",25.4,25.9,4.8,6,6,1
"921","S12",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"922","S13",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"923","S20",20180301,"morning","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"924","S20",20180301,"morning","short.argus",96,32.8,"Full",25.4,25.9,4.8,1,1,1
"925","S14",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"926","S15",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"927","S16",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"928","S16",20180301,"afternoon","long.argus",96,32.8,"Full",25.4,25.9,4.8,1,1,1
"929","S17",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"930","S17",20180301,"afternoon","long.argus",96,32.8,"Full",25.4,25.9,4.8,2,2,1
"931","S17",20180301,"afternoon","short.argus",96,32.8,"Full",25.4,25.9,4.8,1,1,1
"932","S18",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"933","S18",20180301,"afternoon","short.argus",96,32.8,"Full",25.4,25.9,4.8,1,1,1
"934","S19",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"935","S11",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"936","S11",20180301,"afternoon","long.argus",96,32.8,"Full",25.4,25.9,4.8,1,1,1
"937","S11",20180301,"afternoon","short.argus",96,32.8,"Full",25.4,25.9,4.8,1,1,1
"938","S12",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"939","S13",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"940","S20",20180301,"afternoon","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"941","S14",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"942","S15",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"943","S16",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"944","S17",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"945","S18",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"946","S19",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"947","S11",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"948","S12",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"949","S13",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"950","S20",20180301,"evening","none",96,32.8,"Full",25.4,25.9,4.8,0,0,1
"951","S14",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"952","S15",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"953","S16",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"954","S16",20180302,"madrugada","long.argus",98,31.1,"Full",23.8,23.5,25.9,2,2,1
"955","S17",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"956","S18",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"957","S19",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"958","S11",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"959","S12",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"960","S13",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
"961","S20",20180302,"madrugada","none",98,31.1,"Full",23.8,23.5,25.9,0,0,1
