"","date.time","recorder","call.type","n.detections","date","humidity","temp","precip.day.of","tmin","precip.day.before","hours.sun","time","lunar.vals","time.bin.id","index"
"3474","20180308_14","S15","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,14,"Waning","afternoon","S15_20180308_afternoon"
"3475","20180308_16","S15","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,16,"Waning","afternoon","S15_20180308_afternoon"
"3476","20180308_18","S15","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,18,"Waning","afternoon","S15_20180308_afternoon"
"4305","20180308_14","S16","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,14,"Waning","afternoon","S16_20180308_afternoon"
"4306","20180308_16","S16","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,16,"Waning","afternoon","S16_20180308_afternoon"
"4307","20180308_18","S16","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,18,"Waning","afternoon","S16_20180308_afternoon"
"4802","20180308_14","S17","long.argus",1,"20180308",90,30.8,1.8,23.9,14,4.5,14,"Waning","afternoon","S17_20180308_afternoon"
"5123","20180308_16","S17","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,16,"Waning","afternoon","S17_20180308_afternoon"
"5124","20180308_18","S17","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,18,"Waning","afternoon","S17_20180308_afternoon"
"6196","20180308_14","S18","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,14,"Waning","afternoon","S18_20180308_afternoon"
"6197","20180308_16","S18","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,16,"Waning","afternoon","S18_20180308_afternoon"
"6198","20180308_18","S18","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,18,"Waning","afternoon","S18_20180308_afternoon"
"6868","20180308_14","S19","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,14,"Waning","afternoon","S19_20180308_afternoon"
"6869","20180308_16","S19","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,16,"Waning","afternoon","S19_20180308_afternoon"
"6870","20180308_18","S19","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,18,"Waning","afternoon","S19_20180308_afternoon"
"8019","20180308_14","S20","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,14,"Waning","afternoon","S20_20180308_afternoon"
"8020","20180308_16","S20","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,16,"Waning","afternoon","S20_20180308_afternoon"
"8021","20180308_18","S20","none",0,"20180308",90,30.8,1.8,23.9,14,4.5,18,"Waning","afternoon","S20_20180308_afternoon"
"354","20180309_13","S11","long.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,13,"Waning","afternoon","S11_20180309_afternoon"
"355","20180309_16","S11","long.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S11_20180309_afternoon"
"356","20180309_16","S11","short.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S11_20180309_afternoon"
"357","20180309_18","S11","long.argus",2,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S11_20180309_afternoon"
"358","20180309_18","S11","short.argus",2,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S11_20180309_afternoon"
"895","20180309_14","S11","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S11_20180309_afternoon"
"1619","20180309_14","S12","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S12_20180309_afternoon"
"1620","20180309_16","S12","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S12_20180309_afternoon"
"1621","20180309_18","S12","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S12_20180309_afternoon"
"2112","20180309_18","S13","long.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S13_20180309_afternoon"
"2417","20180309_14","S13","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S13_20180309_afternoon"
"2418","20180309_16","S13","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S13_20180309_afternoon"
"2802","20180309_18","S14","long.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S14_20180309_afternoon"
"3110","20180309_14","S14","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S14_20180309_afternoon"
"3111","20180309_16","S14","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S14_20180309_afternoon"
"3486","20180309_14","S15","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S15_20180309_afternoon"
"3487","20180309_16","S15","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S15_20180309_afternoon"
"3488","20180309_18","S15","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S15_20180309_afternoon"
"4317","20180309_14","S16","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S16_20180309_afternoon"
"4318","20180309_16","S16","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S16_20180309_afternoon"
"4319","20180309_18","S16","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S16_20180309_afternoon"
"5134","20180309_14","S17","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S17_20180309_afternoon"
"5135","20180309_16","S17","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S17_20180309_afternoon"
"5136","20180309_18","S17","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S17_20180309_afternoon"
"5870","20180309_14","S18","long.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S18_20180309_afternoon"
"5871","20180309_18","S18","long.argus",5,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S18_20180309_afternoon"
"6207","20180309_16","S18","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S18_20180309_afternoon"
"6495","20180309_15","S19","long.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,15,"Waning","afternoon","S19_20180309_afternoon"
"6496","20180309_18","S19","long.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S19_20180309_afternoon"
"6497","20180309_18","S19","short.argus",1,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S19_20180309_afternoon"
"6880","20180309_14","S19","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S19_20180309_afternoon"
"6881","20180309_16","S19","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S19_20180309_afternoon"
"8031","20180309_14","S20","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,14,"Waning","afternoon","S20_20180309_afternoon"
"8032","20180309_16","S20","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,16,"Waning","afternoon","S20_20180309_afternoon"
"8033","20180309_18","S20","none",0,"20180309",98,30.7,0,24.1,1.8,7.5,18,"Waning","afternoon","S20_20180309_afternoon"
"904","20180310_14","S11","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S11_20180310_afternoon"
"905","20180310_16","S11","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S11_20180310_afternoon"
"906","20180310_18","S11","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S11_20180310_afternoon"
"1631","20180310_14","S12","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S12_20180310_afternoon"
"1632","20180310_16","S12","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S12_20180310_afternoon"
"1633","20180310_18","S12","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S12_20180310_afternoon"
"2428","20180310_14","S13","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S13_20180310_afternoon"
"2429","20180310_16","S13","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S13_20180310_afternoon"
"2430","20180310_18","S13","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S13_20180310_afternoon"
"2806","20180310_18","S14","long.argus",1,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S14_20180310_afternoon"
"2807","20180310_18","S14","short.argus",2,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S14_20180310_afternoon"
"3119","20180310_14","S14","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S14_20180310_afternoon"
"3120","20180310_16","S14","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S14_20180310_afternoon"
"3498","20180310_14","S15","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S15_20180310_afternoon"
"3499","20180310_16","S15","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S15_20180310_afternoon"
"3500","20180310_18","S15","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S15_20180310_afternoon"
"4329","20180310_14","S16","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S16_20180310_afternoon"
"4330","20180310_16","S16","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S16_20180310_afternoon"
"4331","20180310_18","S16","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S16_20180310_afternoon"
"4890","21080310_17","S17","short.argus",1,"20180310",97,30.9,2.2,24.1,0,7.2,17,"Waning","afternoon","S17_20180310_afternoon"
"4891","21080310_18","S17","long.argus",1,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S17_20180310_afternoon"
"5146","20180310_14","S17","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S17_20180310_afternoon"
"5147","20180310_16","S17","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S17_20180310_afternoon"
"5148","20180310_18","S17","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S17_20180310_afternoon"
"5880","20180310_16","S18","long.argus",1,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S18_20180310_afternoon"
"5881","20180310_18","S18","long.argus",1,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S18_20180310_afternoon"
"6214","20180310_14","S18","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S18_20180310_afternoon"
"6499","20180310_18","S19","long.argus",1,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S19_20180310_afternoon"
"6500","20180310_18","S19","short.argus",1,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S19_20180310_afternoon"
"6891","20180310_14","S19","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S19_20180310_afternoon"
"6892","20180310_16","S19","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S19_20180310_afternoon"
"8043","20180310_14","S20","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,14,"Waning","afternoon","S20_20180310_afternoon"
"8044","20180310_16","S20","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,16,"Waning","afternoon","S20_20180310_afternoon"
"8045","20180310_18","S20","none",0,"20180310",97,30.9,2.2,24.1,0,7.2,18,"Waning","afternoon","S20_20180310_afternoon"
"367","20180311_15","S11","short.argus",1,"20180311",98,30.8,0,22.6,2.2,6.8,15,"Waning","afternoon","S11_20180311_afternoon"
"368","20180311_16","S11","long.argus",1,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S11_20180311_afternoon"
"369","20180311_16","S11","short.argus",1,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S11_20180311_afternoon"
"914","20180311_14","S11","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S11_20180311_afternoon"
"915","20180311_18","S11","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S11_20180311_afternoon"
"1642","20180311_14","S12","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S12_20180311_afternoon"
"1643","20180311_16","S12","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S12_20180311_afternoon"
"1644","20180311_18","S12","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S12_20180311_afternoon"
"2440","20180311_14","S13","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S13_20180311_afternoon"
"2441","20180311_16","S13","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S13_20180311_afternoon"
"2442","20180311_18","S13","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S13_20180311_afternoon"
"3128","20180311_14","S14","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S14_20180311_afternoon"
"3129","20180311_16","S14","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S14_20180311_afternoon"
"3130","20180311_18","S14","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S14_20180311_afternoon"
"3510","20180311_14","S15","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S15_20180311_afternoon"
"3511","20180311_16","S15","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S15_20180311_afternoon"
"3512","20180311_18","S15","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S15_20180311_afternoon"
"4341","20180311_14","S16","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S16_20180311_afternoon"
"4342","20180311_16","S16","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S16_20180311_afternoon"
"4343","20180311_18","S16","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S16_20180311_afternoon"
"5158","20180311_14","S17","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S17_20180311_afternoon"
"5159","20180311_16","S17","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S17_20180311_afternoon"
"5160","20180311_18","S17","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S17_20180311_afternoon"
"6224","20180311_14","S18","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S18_20180311_afternoon"
"6225","20180311_16","S18","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S18_20180311_afternoon"
"6226","20180311_18","S18","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S18_20180311_afternoon"
"6501","20180311_16","S19","long.argus",1,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S19_20180311_afternoon"
"6502","20180311_18","S19","long.argus",1,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S19_20180311_afternoon"
"6503","20180311_18","S19","short.argus",1,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S19_20180311_afternoon"
"6902","20180311_14","S19","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S19_20180311_afternoon"
"8053","20180311_14","S20","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,14,"Waning","afternoon","S20_20180311_afternoon"
"8054","20180311_16","S20","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,16,"Waning","afternoon","S20_20180311_afternoon"
"8055","20180311_18","S20","none",0,"20180311",98,30.8,0,22.6,2.2,6.8,18,"Waning","afternoon","S20_20180311_afternoon"
"373","20180312_18","S11","long.argus",1,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S11_20180312_afternoon"
"374","20180312_18","S11","short.argus",3,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S11_20180312_afternoon"
"924","20180312_14","S11","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S11_20180312_afternoon"
"925","20180312_16","S11","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S11_20180312_afternoon"
"1268","20180312_18","S12","long.argus",1,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S12_20180312_afternoon"
"1654","20180312_14","S12","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S12_20180312_afternoon"
"1655","20180312_16","S12","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S12_20180312_afternoon"
"2115","20180312_18","S13","long.argus",1,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S13_20180312_afternoon"
"2452","20180312_14","S13","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S13_20180312_afternoon"
"2453","20180312_16","S13","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S13_20180312_afternoon"
"2818","20180312_13","S14","long.argus",1,"20180312",96,32.3,25,23.3,0,8.1,13,"Waning","afternoon","S14_20180312_afternoon"
"2819","20180312_13","S14","short.argus",1,"20180312",96,32.3,25,23.3,0,8.1,13,"Waning","afternoon","S14_20180312_afternoon"
"2820","20180312_18","S14","long.argus",1,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S14_20180312_afternoon"
"2821","20180312_18","S14","short.argus",2,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S14_20180312_afternoon"
"3138","20180312_14","S14","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S14_20180312_afternoon"
"3139","20180312_16","S14","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S14_20180312_afternoon"
"3522","20180312_14","S15","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S15_20180312_afternoon"
"3523","20180312_16","S15","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S15_20180312_afternoon"
"3524","20180312_18","S15","none",0,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S15_20180312_afternoon"
"3988","20180312_18","S16","long.argus",2,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S16_20180312_afternoon"
"4353","20180312_14","S16","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S16_20180312_afternoon"
"4354","20180312_16","S16","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S16_20180312_afternoon"
"4809","20180312_13","S17","long.argus",1,"20180312",96,32.3,25,23.3,0,8.1,13,"Waning","afternoon","S17_20180312_afternoon"
"4810","20180312_13","S17","short.argus",2,"20180312",96,32.3,25,23.3,0,8.1,13,"Waning","afternoon","S17_20180312_afternoon"
"4811","20180312_18","S17","long.argus",1,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S17_20180312_afternoon"
"5168","20180312_14","S17","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S17_20180312_afternoon"
"5169","20180312_16","S17","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S17_20180312_afternoon"
"5886","20180312_18","S18","long.argus",2,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S18_20180312_afternoon"
"6236","20180312_14","S18","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S18_20180312_afternoon"
"6237","20180312_16","S18","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S18_20180312_afternoon"
"6911","20180312_14","S19","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S19_20180312_afternoon"
"6912","20180312_16","S19","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S19_20180312_afternoon"
"6913","20180312_18","S19","none",0,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S19_20180312_afternoon"
"8065","20180312_14","S20","none",0,"20180312",96,32.3,25,23.3,0,8.1,14,"Waning","afternoon","S20_20180312_afternoon"
"8066","20180312_16","S20","none",0,"20180312",96,32.3,25,23.3,0,8.1,16,"Waning","afternoon","S20_20180312_afternoon"
"8067","20180312_18","S20","none",0,"20180312",96,32.3,25,23.3,0,8.1,18,"Waning","afternoon","S20_20180312_afternoon"
"382","20180313_13","S11","long.argus",2,"20180313",97,32,0,23.8,25,7.3,13,"Waning","afternoon","S11_20180313_afternoon"
"933","20180313_14","S11","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S11_20180313_afternoon"
"934","20180313_16","S11","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S11_20180313_afternoon"
"935","20180313_18","S11","none",0,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S11_20180313_afternoon"
"1271","20180313_18","S12","long.argus",2,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S12_20180313_afternoon"
"1664","20180313_14","S12","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S12_20180313_afternoon"
"1665","20180313_16","S12","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S12_20180313_afternoon"
"2463","20180313_14","S13","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S13_20180313_afternoon"
"2464","20180313_16","S13","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S13_20180313_afternoon"
"2465","20180313_18","S13","none",0,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S13_20180313_afternoon"
"3147","20180313_14","S14","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S14_20180313_afternoon"
"3148","20180313_16","S14","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S14_20180313_afternoon"
"3149","20180313_18","S14","none",0,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S14_20180313_afternoon"
"3534","20180313_14","S15","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S15_20180313_afternoon"
"3535","20180313_16","S15","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S15_20180313_afternoon"
"3536","20180313_18","S15","none",0,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S15_20180313_afternoon"
"4364","20180313_14","S16","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S16_20180313_afternoon"
"4365","20180313_16","S16","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S16_20180313_afternoon"
"4366","20180313_18","S16","none",0,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S16_20180313_afternoon"
"5177","20180313_14","S17","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S17_20180313_afternoon"
"5178","20180313_16","S17","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S17_20180313_afternoon"
"5179","20180313_18","S17","none",0,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S17_20180313_afternoon"
"5891","20180313_18","S18","long.argus",2,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S18_20180313_afternoon"
"6245","20180313_14","S18","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S18_20180313_afternoon"
"6246","20180313_16","S18","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S18_20180313_afternoon"
"6505","20180313_13","S19","long.argus",1,"20180313",97,32,0,23.8,25,7.3,13,"Waning","afternoon","S19_20180313_afternoon"
"6506","20180313_16","S19","long.argus",1,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S19_20180313_afternoon"
"6507","20180313_18","S19","short.argus",1,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S19_20180313_afternoon"
"6923","20180313_14","S19","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S19_20180313_afternoon"
"8075","20180313_14","S20","none",0,"20180313",97,32,0,23.8,25,7.3,14,"Waning","afternoon","S20_20180313_afternoon"
"8076","20180313_16","S20","none",0,"20180313",97,32,0,23.8,25,7.3,16,"Waning","afternoon","S20_20180313_afternoon"
"8077","20180313_18","S20","none",0,"20180313",97,32,0,23.8,25,7.3,18,"Waning","afternoon","S20_20180313_afternoon"
"388","20180314_15","S11","long.argus",1,"20180314",97,32.8,0.5,24.1,0,5.8,15,"New","afternoon","S11_20180314_afternoon"
"943","20180314_14","S11","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,14,"New","afternoon","S11_20180314_afternoon"
"944","20180314_16","S11","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,16,"New","afternoon","S11_20180314_afternoon"
"945","20180314_18","S11","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,18,"New","afternoon","S11_20180314_afternoon"
"1674","20180314_14","S12","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,14,"New","afternoon","S12_20180314_afternoon"
"1675","20180314_16","S12","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,16,"New","afternoon","S12_20180314_afternoon"
"1676","20180314_18","S12","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,18,"New","afternoon","S12_20180314_afternoon"
"2475","20180314_14","S13","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,14,"New","afternoon","S13_20180314_afternoon"
"2476","20180314_16","S13","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,16,"New","afternoon","S13_20180314_afternoon"
"2477","20180314_18","S13","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,18,"New","afternoon","S13_20180314_afternoon"
"2837","20180314_14","S14","short.argus",1,"20180314",97,32.8,0.5,24.1,0,5.8,14,"New","afternoon","S14_20180314_afternoon"
"2838","20180314_15","S14","short.argus",5,"20180314",97,32.8,0.5,24.1,0,5.8,15,"New","afternoon","S14_20180314_afternoon"
"3157","20180314_16","S14","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,16,"New","afternoon","S14_20180314_afternoon"
"3158","20180314_18","S14","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,18,"New","afternoon","S14_20180314_afternoon"
"3546","20180314_14","S15","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,14,"New","afternoon","S15_20180314_afternoon"
"3547","20180314_16","S15","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,16,"New","afternoon","S15_20180314_afternoon"
"3548","20180314_18","S15","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,18,"New","afternoon","S15_20180314_afternoon"
"4376","20180314_14","S16","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,14,"New","afternoon","S16_20180314_afternoon"
"4377","20180314_16","S16","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,16,"New","afternoon","S16_20180314_afternoon"
"4378","20180314_18","S16","none",0,"20180314",97,32.8,0.5,24.1,0,5.8,18,"New","afternoon","S16_20180314_afternoon"
"4821","20180314_14","S17","long.argus",1,"20180314",97,32.8,0.5,24.1,0,5.8,14,"New","afternoon","S17_20180314_afternoon"
