"","recorder","call.type","date","humidity","temp","precip.day.of","tmin","precip.day.before","hours.sun","time","time.bin.id","index","n.calls","month","day"
"1231","S11","none","20180414",95,32.8,0,23.8,0.7,6.4,14,"afternoon","S11_20180414_afternoon",0,"04","14"
"2021","S12","none","20180414",95,32.8,0,23.8,0.7,6.4,14,"afternoon","S12_20180414_afternoon",0,"04","14"
"2137","S13","long.argus","20180414",95,32.8,0,23.8,0.7,6.4,13,"afternoon","S13_20180414_afternoon",1,"04","14"
"2670","S13","none","20180414",95,32.8,0,23.8,0.7,6.4,14,"afternoon","S13_20180414_afternoon",0,"04","14"
"3916","S15","none","20180414",95,32.8,0,23.8,0.7,6.4,14,"afternoon","S15_20180414_afternoon",0,"04","14"
"5341","S17","none","20180414",95,32.8,0,23.8,0.7,6.4,14,"afternoon","S17_20180414_afternoon",0,"04","14"
"7263","S19","none","20180414",95,32.8,0,23.8,0.7,6.4,14,"afternoon","S19_20180414_afternoon",0,"04","14"
"1243","S11","none","20180415",96,32.9,0,23.8,0,8.4,14,"afternoon","S11_20180415_afternoon",0,"04","15"
"2032","S12","none","20180415",96,32.9,0,23.8,0,8.4,14,"afternoon","S12_20180415_afternoon",0,"04","15"
"2140","S13","long.argus","20180415",96,32.9,0,23.8,0,8.4,14,"afternoon","S13_20180415_afternoon",1,"04","15"
"2141","S13","short.argus","20180415",96,32.9,0,23.8,0,8.4,14,"afternoon","S13_20180415_afternoon",1,"04","15"
"2680","S13","none","20180415",96,32.9,0,23.8,0,8.4,16,"afternoon","S13_20180415_afternoon",0,"04","15"
"3928","S15","none","20180415",96,32.9,0,23.8,0,8.4,14,"afternoon","S15_20180415_afternoon",0,"04","15"
"5353","S17","none","20180415",96,32.9,0,23.8,0,8.4,14,"afternoon","S17_20180415_afternoon",0,"04","15"
"6539","S19","short.argus","20180415",96,32.9,0,23.8,0,8.4,18,"afternoon","S19_20180415_afternoon",2,"04","15"
"7275","S19","none","20180415",96,32.9,0,23.8,0,8.4,14,"afternoon","S19_20180415_afternoon",0,"04","15"
"2044","S12","none","20180416",89,30.5,4.9,22.8,0,3.4,14,"afternoon","S12_20180416_afternoon",0,"04","16"
"2142","S13","long.argus","20180416",89,30.5,4.9,22.8,0,3.4,18,"afternoon","S13_20180416_afternoon",1,"04","16"
"2691","S13","none","20180416",89,30.5,4.9,22.8,0,3.4,14,"afternoon","S13_20180416_afternoon",0,"04","16"
"3938","S15","none","20180416",89,30.5,4.9,22.8,0,3.4,14,"afternoon","S15_20180416_afternoon",0,"04","16"
"5365","S17","none","20180416",89,30.5,4.9,22.8,0,3.4,14,"afternoon","S17_20180416_afternoon",0,"04","16"
"6541","S19","long.argus","20180416",89,30.5,4.9,22.8,0,3.4,14,"afternoon","S19_20180416_afternoon",1,"04","16"
"7285","S19","none","20180416",89,30.5,4.9,22.8,0,3.4,16,"afternoon","S19_20180416_afternoon",0,"04","16"
"2054","S12","none","20180417",98,33.2,17.2,25,4.9,7.1,14,"afternoon","S12_20180417_afternoon",0,"04","17"
"2702","S13","none","20180417",98,33.2,17.2,25,4.9,7.1,14,"afternoon","S13_20180417_afternoon",0,"04","17"
"3950","S15","none","20180417",98,33.2,17.2,25,4.9,7.1,14,"afternoon","S15_20180417_afternoon",0,"04","17"
"5377","S17","none","20180417",98,33.2,17.2,25,4.9,7.1,14,"afternoon","S17_20180417_afternoon",0,"04","17"
"7296","S19","none","20180417",98,33.2,17.2,25,4.9,7.1,14,"afternoon","S19_20180417_afternoon",0,"04","17"
"2066","S12","none","20180418",98,30.4,5.5,23.5,17.2,0,14,"afternoon","S12_20180418_afternoon",0,"04","18"
"5389","S17","none","20180418",98,30.4,5.5,23.5,17.2,0,14,"afternoon","S17_20180418_afternoon",0,"04","18"
"6542","S19","long.argus","20180418",98,30.4,5.5,23.5,17.2,0,13,"afternoon","S19_20180418_afternoon",1,"04","18"
"6543","S19","short.argus","20180418",98,30.4,5.5,23.5,17.2,0,13,"afternoon","S19_20180418_afternoon",1,"04","18"
"7308","S19","none","20180418",98,30.4,5.5,23.5,17.2,0,14,"afternoon","S19_20180418_afternoon",0,"04","18"
"2078","S12","none","20180419",97,30.2,62.4,24.5,5.5,2.9,14,"afternoon","S12_20180419_afternoon",0,"04","19"
"5401","S17","none","20180419",97,30.2,62.4,24.5,5.5,2.9,14,"afternoon","S17_20180419_afternoon",0,"04","19"
"7320","S19","none","20180419",97,30.2,62.4,24.5,5.5,2.9,14,"afternoon","S19_20180419_afternoon",0,"04","19"
"2090","S12","none","20180420",97,30,14.1,23.8,62.4,2.4,14,"afternoon","S12_20180420_afternoon",0,"04","20"
"5413","S17","none","20180420",97,30,14.1,23.8,62.4,2.4,14,"afternoon","S17_20180420_afternoon",0,"04","20"
"7332","S19","none","20180420",97,30,14.1,23.8,62.4,2.4,14,"afternoon","S19_20180420_afternoon",0,"04","20"
"5425","S17","none","20180421",98,31.1,3.2,22.8,14.1,4.4,14,"afternoon","S17_20180421_afternoon",0,"04","21"
"7343","S19","none","20180421",98,31.1,3.2,22.8,14.1,4.4,14,"afternoon","S19_20180421_afternoon",0,"04","21"
"5437","S17","none","20180422",96,31.6,0.7,23.3,3.2,4.9,14,"afternoon","S17_20180422_afternoon",0,"04","22"
"7354","S19","none","20180422",96,31.6,0.7,23.3,3.2,4.9,14,"afternoon","S19_20180422_afternoon",0,"04","22"
"5449","S17","none","20180423",98,32,8.6,23.9,0.7,6.4,14,"afternoon","S17_20180423_afternoon",0,"04","23"
"7365","S19","none","20180423",98,32,8.6,23.9,0.7,6.4,14,"afternoon","S19_20180423_afternoon",0,"04","23"
"5461","S17","none","20180424",97,32.8,0,25,8.6,6.7,14,"afternoon","S17_20180424_afternoon",0,"04","24"
"7376","S19","none","20180424",97,32.8,0,25,8.6,6.7,14,"afternoon","S19_20180424_afternoon",0,"04","24"
"43","S10","none","20180425",96,31.5,0,24.3,0,3.4,14,"afternoon","S10_20180425_afternoon",0,"04","25"
"5473","S17","none","20180425",96,31.5,0,24.3,0,3.4,14,"afternoon","S17_20180425_afternoon",0,"04","25"
"7387","S19","none","20180425",96,31.5,0,24.3,0,3.4,14,"afternoon","S19_20180425_afternoon",0,"04","25"
"55","S10","none","20180426",98,32,2.1,24.5,0,7,14,"afternoon","S10_20180426_afternoon",0,"04","26"
"6553","S19","long.argus","20180426",98,32,2.1,24.5,0,7,15,"afternoon","S19_20180426_afternoon",1,"04","26"
"7399","S19","none","20180426",98,32,2.1,24.5,0,7,14,"afternoon","S19_20180426_afternoon",0,"04","26"
"67","S10","none","20180427",97,31.9,0,25,2.1,4.5,14,"afternoon","S10_20180427_afternoon",0,"04","27"
"7410","S19","none","20180427",97,31.9,0,25,2.1,4.5,14,"afternoon","S19_20180427_afternoon",0,"04","27"
"79","S10","none","20180428",96,32.3,25.4,24.5,0,5,14,"afternoon","S10_20180428_afternoon",0,"04","28"
"7421","S19","none","20180428",96,32.3,25.4,24.5,0,5,14,"afternoon","S19_20180428_afternoon",0,"04","28"
"91","S10","none","20180429",93,32.1,34,23.9,25.4,6.3,14,"afternoon","S10_20180429_afternoon",0,"04","29"
"7432","S19","none","20180429",93,32.1,34,23.9,25.4,6.3,14,"afternoon","S19_20180429_afternoon",0,"04","29"
"7444","S19","none","20180430",96,32.2,0.2,23.2,34,8,14,"afternoon","S19_20180430_afternoon",0,"04","30"
"7455","S19","none","20180501",94,32.4,0.7,22.6,0.2,7.8,14,"afternoon","S19_20180501_afternoon",0,"05","01"
"6562","S19","long.argus","20180502",95,31.6,2,23.9,0.7,3.2,18,"afternoon","S19_20180502_afternoon",1,"05","02"
"7466","S19","none","20180502",95,31.6,2,23.9,0.7,3.2,14,"afternoon","S19_20180502_afternoon",0,"05","02"
"7477","S19","none","20180503",94,31.2,13.8,24.1,2,6.3,14,"afternoon","S19_20180503_afternoon",0,"05","03"
"7488","S19","none","20180504",94,32.3,0,23.8,13.8,7.5,14,"afternoon","S19_20180504_afternoon",0,"05","04"
"7500","S19","none","20180505",94,32,0.9,23,0,3.9,14,"afternoon","S19_20180505_afternoon",0,"05","05"
"7511","S19","none","20180506",97,32.4,4,23.3,0.9,6.1,14,"afternoon","S19_20180506_afternoon",0,"05","06"
"7522","S19","none","20180507",98,33.2,0,23.9,4,7.9,14,"afternoon","S19_20180507_afternoon",0,"05","07"
"6569","S19","long.argus","20180508",94,32.9,0.1,23.9,0,5.6,18,"afternoon","S19_20180508_afternoon",1,"05","08"
"7534","S19","none","20180508",94,32.9,0.1,23.9,0,5.6,14,"afternoon","S19_20180508_afternoon",0,"05","08"
"6575","S19","long.argus","20180509",94,32,7.8,24.1,0.1,5,18,"afternoon","S19_20180509_afternoon",1,"05","09"
"7543","S19","none","20180509",94,32,7.8,24.1,0.1,5,14,"afternoon","S19_20180509_afternoon",0,"05","09"
"7554","S19","none","20180510",96,32.4,0,23.8,7.8,5.3,14,"afternoon","S19_20180510_afternoon",0,"05","10"
"6578","S19","long.argus","20180511",96,33.3,0,23.8,0,6.3,18,"afternoon","S19_20180511_afternoon",2,"05","11"
"7565","S19","none","20180511",96,33.3,0,23.8,0,6.3,14,"afternoon","S19_20180511_afternoon",0,"05","11"
"6579","S19","long.argus","20180512",94,32.8,9.2,23.9,0,5.5,18,"afternoon","S19_20180512_afternoon",1,"05","12"
"7576","S19","none","20180512",94,32.8,9.2,23.9,0,5.5,14,"afternoon","S19_20180512_afternoon",0,"05","12"
"6582","S19","long.argus","20180513",96,32.9,69.4,23.8,9.2,6.7,15,"afternoon","S19_20180513_afternoon",1,"05","13"
"7586","S19","none","20180513",96,32.9,69.4,23.8,9.2,6.7,14,"afternoon","S19_20180513_afternoon",0,"05","13"
"6584","S19","long.argus","20180514",99,32.9,0.1,23.6,69.4,7.5,14,"afternoon","S19_20180514_afternoon",3,"05","14"
"7606","S19","none","20180515",96,33.9,0,24.1,0.1,7.6,14,"afternoon","S19_20180515_afternoon",0,"05","15"
"6589","S19","long.argus","20180516",92,32,0.5,24.1,0,5.5,18,"afternoon","S19_20180516_afternoon",2,"05","16"
"7618","S19","none","20180516",92,32,0.5,24.1,0,5.5,14,"afternoon","S19_20180516_afternoon",0,"05","16"
"6591","S19","long.argus","20180517",92,32.1,0,24.5,0.5,7,13,"afternoon","S19_20180517_afternoon",1,"05","17"
"7629","S19","none","20180517",92,32.1,0,24.5,0.5,7,14,"afternoon","S19_20180517_afternoon",0,"05","17"
"7640","S19","none","20180518",93,32.8,41.7,24.5,0,5.4,14,"afternoon","S19_20180518_afternoon",0,"05","18"
"103","S10","none","20180618",96,33.4,0,24.1,41.7,7.2,14,"afternoon","S10_20180618_afternoon",0,"06","18"
"113","S10","none","20180619",94,32.4,1.4,23.3,0,5.7,14,"afternoon","S10_20180619_afternoon",0,"06","19"
"5","S10","long.argus","20180620",94,33.3,0,23.1,1.4,8.1,16,"afternoon","S10_20180620_afternoon",1,"06","20"
"125","S10","none","20180620",94,33.3,0,23.1,1.4,8.1,14,"afternoon","S10_20180620_afternoon",0,"06","20"
"136","S10","none","20180621",92,34.3,39.7,22.6,0,6.4,14,"afternoon","S10_20180621_afternoon",0,"06","21"
"5479","S17","none","20180621",92,34.3,39.7,22.6,0,6.4,14,"afternoon","S17_20180621_afternoon",0,"06","21"
"7645","S19","none","20180621",92,34.3,39.7,22.6,0,6.4,13,"afternoon","S19_20180621_afternoon",0,"06","21"
"7","S10","short.argus","20180622",91,31.9,0,23.5,39.7,0.8,17,"afternoon","S10_20180622_afternoon",1,"06","22"
"148","S10","none","20180622",91,31.9,0,23.5,39.7,0.8,14,"afternoon","S10_20180622_afternoon",0,"06","22"
"5491","S17","none","20180622",91,31.9,0,23.5,39.7,0.8,14,"afternoon","S17_20180622_afternoon",0,"06","22"
"7658","S19","none","20180622",91,31.9,0,23.5,39.7,0.8,14,"afternoon","S19_20180622_afternoon",0,"06","22"
"8","S10","short.argus","20180623",97,32.5,0.7,22.8,0,5.1,15,"afternoon","S10_20180623_afternoon",1,"06","23"
"160","S10","none","20180623",97,32.5,0.7,22.8,0,5.1,14,"afternoon","S10_20180623_afternoon",0,"06","23"
"5503","S17","none","20180623",97,32.5,0.7,22.8,0,5.1,14,"afternoon","S17_20180623_afternoon",0,"06","23"
"6595","S19","long.argus","20180623",97,32.5,0.7,22.8,0,5.1,15,"afternoon","S19_20180623_afternoon",2,"06","23"
"7669","S19","none","20180623",97,32.5,0.7,22.8,0,5.1,14,"afternoon","S19_20180623_afternoon",0,"06","23"
"9","S10","long.argus","20180624",96,33.3,3.1,23.9,0.7,7,14,"afternoon","S10_20180624_afternoon",1,"06","24"
"172","S10","none","20180624",96,33.3,3.1,23.9,0.7,7,16,"afternoon","S10_20180624_afternoon",0,"06","24"
"5515","S17","none","20180624",96,33.3,3.1,23.9,0.7,7,14,"afternoon","S17_20180624_afternoon",0,"06","24"
"7679","S19","none","20180624",96,33.3,3.1,23.9,0.7,7,14,"afternoon","S19_20180624_afternoon",0,"06","24"
"180","S10","none","20180625",96,32.4,9,22.4,3.1,6.6,14,"afternoon","S10_20180625_afternoon",0,"06","25"
"5527","S17","none","20180625",96,32.4,9,22.4,3.1,6.6,14,"afternoon","S17_20180625_afternoon",0,"06","25"
"7688","S19","none","20180625",96,32.4,9,22.4,3.1,6.6,14,"afternoon","S19_20180625_afternoon",0,"06","25"
"190","S10","none","20180626",97,32.1,5.4,23.5,9,4.9,14,"afternoon","S10_20180626_afternoon",0,"06","26"
"5539","S17","none","20180626",97,32.1,5.4,23.5,9,4.9,14,"afternoon","S17_20180626_afternoon",0,"06","26"
"7700","S19","none","20180626",97,32.1,5.4,23.5,9,4.9,14,"afternoon","S19_20180626_afternoon",0,"06","26"
"17","S10","long.argus","20180627",93,32.4,0.4,23,5.4,6.7,13,"afternoon","S10_20180627_afternoon",1,"06","27"
"201","S10","none","20180627",93,32.4,0.4,23,5.4,6.7,14,"afternoon","S10_20180627_afternoon",0,"06","27"
"5551","S17","none","20180627",93,32.4,0.4,23,5.4,6.7,14,"afternoon","S17_20180627_afternoon",0,"06","27"
"19","S10","long.argus","20180628",96,32.1,1.5,22.6,0.4,7.5,13,"afternoon","S10_20180628_afternoon",2,"06","28"
"213","S10","none","20180628",96,32.1,1.5,22.6,0.4,7.5,14,"afternoon","S10_20180628_afternoon",0,"06","28"
"5563","S17","none","20180628",96,32.1,1.5,22.6,0.4,7.5,14,"afternoon","S17_20180628_afternoon",0,"06","28"
"224","S10","none","20180629",85,32.4,0,23.1,1.5,4.2,14,"afternoon","S10_20180629_afternoon",0,"06","29"
"5575","S17","none","20180629",85,32.4,0,23.1,1.5,4.2,14,"afternoon","S17_20180629_afternoon",0,"06","29"
"234","S10","none","20180630",90,32.5,1.6,25,0,4.8,14,"afternoon","S10_20180630_afternoon",0,"06","30"
"5587","S17","none","20180630",90,32.5,1.6,25,0,4.8,14,"afternoon","S17_20180630_afternoon",0,"06","30"
"28","S10","long.argus","20180701",97,30.4,5.4,23.8,1.6,3.3,18,"afternoon","S10_20180701_afternoon",1,"07","01"
"244","S10","none","20180701",97,30.4,5.4,23.8,1.6,3.3,14,"afternoon","S10_20180701_afternoon",0,"07","01"
"5599","S17","none","20180701",97,30.4,5.4,23.8,1.6,3.3,14,"afternoon","S17_20180701_afternoon",0,"07","01"
"30","S10","long.argus","20180702",96,32.1,2.4,23.1,5.4,5.9,14,"afternoon","S10_20180702_afternoon",3,"07","02"
"255","S10","none","20180702",96,32.1,2.4,23.1,5.4,5.9,16,"afternoon","S10_20180702_afternoon",0,"07","02"
"5611","S17","none","20180702",96,32.1,2.4,23.1,5.4,5.9,14,"afternoon","S17_20180702_afternoon",0,"07","02"
"35","S10","long.argus","20180703",94,31.5,0,22.8,2.4,2.9,18,"afternoon","S10_20180703_afternoon",1,"07","03"
"264","S10","none","20180703",94,31.5,0,22.8,2.4,2.9,14,"afternoon","S10_20180703_afternoon",0,"07","03"
"5623","S17","none","20180703",94,31.5,0,22.8,2.4,2.9,14,"afternoon","S17_20180703_afternoon",0,"07","03"
"5635","S17","none","20180704",97,31.6,22.5,23.4,0,3.9,14,"afternoon","S17_20180704_afternoon",0,"07","04"
"5647","S17","none","20180705",94,30.9,2.1,22.2,22.5,4.3,14,"afternoon","S17_20180705_afternoon",0,"07","05"
"5659","S17","none","20180706",95,33,9.7,22.5,2.1,5.7,14,"afternoon","S17_20180706_afternoon",0,"07","06"
"5671","S17","none","20180707",95,29.1,0,21.8,9.7,0.5,14,"afternoon","S17_20180707_afternoon",0,"07","07"
"5683","S17","none","20180708",95,32.4,0,21.8,0,7.7,14,"afternoon","S17_20180708_afternoon",0,"07","08"
"5695","S17","none","20180709",86,32.4,0.2,23.5,0,4.4,14,"afternoon","S17_20180709_afternoon",0,"07","09"
"2859","S14","none","20180213",97,26.1,1,23.2,0,0,20,"evening","S14_20180213_evening",0,"02","13"
"3202","S15","none","20180213",97,26.1,1,23.2,0,0,20,"evening","S15_20180213_evening",0,"02","13"
"4038","S16","none","20180213",97,26.1,1,23.2,0,0,20,"evening","S16_20180213_evening",0,"02","13"
"4657","S17","long.argus","20180213",97,26.1,1,23.2,0,0,19,"evening","S17_20180213_evening",3,"02","13"
"4902","S17","none","20180213",97,26.1,1,23.2,0,0,20,"evening","S17_20180213_evening",0,"02","13"
"5993","S18","none","20180213",97,26.1,1,23.2,0,0,20,"evening","S18_20180213_evening",0,"02","13"
"6612","S19","none","20180213",97,26.1,1,23.2,0,0,20,"evening","S19_20180213_evening",0,"02","13"
"648","S11","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S11_20180214_evening",0,"02","14"
"1349","S12","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S12_20180214_evening",0,"02","14"
"2152","S13","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S13_20180214_evening",0,"02","14"
"2711","S14","short.argus","20180214",96,31.9,3.5,22.2,1,3.1,19,"evening","S14_20180214_evening",2,"02","14"
"2869","S14","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S14_20180214_evening",0,"02","14"
"3214","S15","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S15_20180214_evening",0,"02","14"
"3955","S16","long.argus","20180214",96,31.9,3.5,22.2,1,3.1,19,"evening","S16_20180214_evening",1,"02","14"
"3956","S16","short.argus","20180214",96,31.9,3.5,22.2,1,3.1,19,"evening","S16_20180214_evening",1,"02","14"
"4050","S16","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S16_20180214_evening",0,"02","14"
"4912","S17","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S17_20180214_evening",0,"02","14"
"5712","S18","long.argus","20180214",96,31.9,3.5,22.2,1,3.1,19,"evening","S18_20180214_evening",2,"02","14"
"5713","S18","short.argus","20180214",96,31.9,3.5,22.2,1,3.1,19,"evening","S18_20180214_evening",1,"02","14"
"6003","S18","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S18_20180214_evening",0,"02","14"
"6457","S19","long.argus","20180214",96,31.9,3.5,22.2,1,3.1,19,"evening","S19_20180214_evening",1,"02","14"
"6623","S19","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S19_20180214_evening",0,"02","14"
"7778","S20","none","20180214",96,31.9,3.5,22.2,1,3.1,20,"evening","S20_20180214_evening",0,"02","14"
"660","S11","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S11_20180215_evening",0,"02","15"
"1361","S12","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S12_20180215_evening",0,"02","15"
"2164","S13","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S13_20180215_evening",0,"02","15"
"2880","S14","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S14_20180215_evening",0,"02","15"
"3226","S15","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S15_20180215_evening",0,"02","15"
"3957","S16","long.argus","20180215",98,32,0,22.8,3.5,8.4,19,"evening","S16_20180215_evening",2,"02","15"
"4062","S16","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S16_20180215_evening",0,"02","15"
"4668","S17","long.argus","20180215",98,32,0,22.8,3.5,8.4,19,"evening","S17_20180215_evening",1,"02","15"
"4922","S17","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S17_20180215_evening",0,"02","15"
"5718","S18","long.argus","20180215",98,32,0,22.8,3.5,8.4,19,"evening","S18_20180215_evening",2,"02","15"
"6014","S18","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S18_20180215_evening",0,"02","15"
"6635","S19","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S19_20180215_evening",0,"02","15"
"7790","S20","none","20180215",98,32,0,22.8,3.5,8.4,20,"evening","S20_20180215_evening",0,"02","15"
"671","S11","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S11_20180216_evening",0,"02","16"
"1373","S12","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S12_20180216_evening",0,"02","16"
"2096","S13","long.argus","20180216",97,32,28.2,22.8,0,3.3,19,"evening","S13_20180216_evening",1,"02","16"
"2176","S13","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S13_20180216_evening",0,"02","16"
"2891","S14","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S14_20180216_evening",0,"02","16"
"3238","S15","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S15_20180216_evening",0,"02","16"
"3959","S16","long.argus","20180216",97,32,28.2,22.8,0,3.3,19,"evening","S16_20180216_evening",1,"02","16"
"4074","S16","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S16_20180216_evening",0,"02","16"
"4934","S17","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S17_20180216_evening",0,"02","16"
"6023","S18","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S18_20180216_evening",0,"02","16"
"6459","S19","long.argus","20180216",97,32,28.2,22.8,0,3.3,19,"evening","S19_20180216_evening",1,"02","16"
"6647","S19","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S19_20180216_evening",0,"02","16"
"7799","S20","none","20180216",97,32,28.2,22.8,0,3.3,20,"evening","S20_20180216_evening",0,"02","16"
"682","S11","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S11_20180217_evening",0,"02","17"
"1385","S12","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S12_20180217_evening",0,"02","17"
"2097","S13","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,19,"evening","S13_20180217_evening",1,"02","17"
"2188","S13","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S13_20180217_evening",0,"02","17"
"2901","S14","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S14_20180217_evening",0,"02","17"
"3181","S15","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,19,"evening","S15_20180217_evening",1,"02","17"
"3250","S15","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S15_20180217_evening",0,"02","17"
"3962","S16","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,19,"evening","S16_20180217_evening",2,"02","17"
"4086","S16","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S16_20180217_evening",0,"02","17"
"4675","S17","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,19,"evening","S17_20180217_evening",1,"02","17"
"4943","S17","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S17_20180217_evening",0,"02","17"
"5731","S18","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,19,"evening","S18_20180217_evening",1,"02","17"
"6033","S18","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S18_20180217_evening",0,"02","17"
"6658","S19","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S19_20180217_evening",0,"02","17"
"7810","S20","none","20180217",98,31.6,1.3,23.2,28.2,5.9,20,"evening","S20_20180217_evening",0,"02","17"
"692","S11","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S11_20180218_evening",0,"02","18"
"1397","S12","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S12_20180218_evening",0,"02","18"
"2200","S13","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S13_20180218_evening",0,"02","18"
"2911","S14","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S14_20180218_evening",0,"02","18"
"3262","S15","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S15_20180218_evening",0,"02","18"
"4098","S16","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S16_20180218_evening",0,"02","18"
"4679","S17","long.argus","20180218",86,32.3,0,23.5,1.3,7.7,19,"evening","S17_20180218_evening",1,"02","18"
"4954","S17","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S17_20180218_evening",0,"02","18"
"5740","S18","long.argus","20180218",86,32.3,0,23.5,1.3,7.7,19,"evening","S18_20180218_evening",2,"02","18"
"6040","S18","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S18_20180218_evening",0,"02","18"
"6670","S19","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S19_20180218_evening",0,"02","18"
"7820","S20","none","20180218",86,32.3,0,23.5,1.3,7.7,20,"evening","S20_20180218_evening",0,"02","18"
"294","S11","long.argus","20180219",96,32.4,1.2,24.1,0,7.8,19,"evening","S11_20180219_evening",1,"02","19"
"702","S11","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S11_20180219_evening",0,"02","19"
"1252","S12","long.argus","20180219",96,32.4,1.2,24.1,0,7.8,19,"evening","S12_20180219_evening",2,"02","19"
"1409","S12","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S12_20180219_evening",0,"02","19"
"2212","S13","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S13_20180219_evening",0,"02","19"
"2922","S14","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S14_20180219_evening",0,"02","19"
"3274","S15","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S15_20180219_evening",0,"02","19"
"3964","S16","short.argus","20180219",96,32.4,1.2,24.1,0,7.8,19,"evening","S16_20180219_evening",2,"02","19"
"4109","S16","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S16_20180219_evening",0,"02","19"
"4963","S17","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S17_20180219_evening",0,"02","19"
"5744","S18","long.argus","20180219",96,32.4,1.2,24.1,0,7.8,19,"evening","S18_20180219_evening",4,"02","19"
"6050","S18","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S18_20180219_evening",0,"02","19"
"6462","S19","long.argus","20180219",96,32.4,1.2,24.1,0,7.8,19,"evening","S19_20180219_evening",1,"02","19"
"6463","S19","short.argus","20180219",96,32.4,1.2,24.1,0,7.8,19,"evening","S19_20180219_evening",1,"02","19"
"6681","S19","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S19_20180219_evening",0,"02","19"
"7831","S20","none","20180219",96,32.4,1.2,24.1,0,7.8,20,"evening","S20_20180219_evening",0,"02","19"
"713","S11","none","20180220",95,31.1,0,23.8,1.2,1.9,20,"evening","S11_20180220_evening",0,"02","20"
"1421","S12","none","20180220",95,31.1,0,23.8,1.2,1.9,20,"evening","S12_20180220_evening",0,"02","20"
"2098","S13","long.argus","20180220",95,31.1,0,23.8,1.2,1.9,19,"evening","S13_20180220_evening",1,"02","20"
"2224","S13","none","20180220",95,31.1,0,23.8,1.2,1.9,20,"evening","S13_20180220_evening",0,"02","20"
"2932","S14","none","20180220",95,31.1,0,23.8,1.2,1.9,20,"evening","S14_20180220_evening",0,"02","20"
